station_id,city_name,date,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_dir_deg,avg_wind_speed_kmh,avg_sea_level_pres_hpa
13588,Skopje,2021-01-01,Winter,5.1,0.5,13.2,0.0,330.0,5.9,1021.2
13588,Skopje,2021-01-02,Winter,3.0,-2.6,11.2,0.0,330.0,5.9,1021.2
13588,Skopje,2021-01-03,Winter,6.8,3.5,12.5,1.3,339.0,8.0,1017.8
13588,Skopje,2021-01-04,Winter,6.6,6.1,7.2,3.6,298.0,5.3,1011.3
13588,Skopje,2021-01-05,Winter,4.3,2.3,6.7,4.6,11.0,5.1,1014.5
13588,Skopje,2021-01-06,Winter,6.2,2.6,11.0,0.0,18.0,6.7,1017.2
13588,Skopje,2021-01-07,Winter,7.3,4.1,9.3,0.5,0.0,4.5,1015.2
13588,Skopje,2021-01-08,Winter,5.7,4.2,8.1,7.9,346.0,6.5,1009.7
13588,Skopje,2021-01-09,Winter,2.9,1.5,5.4,8.1,300.0,5.9,1016.8
13588,Skopje,2021-01-10,Winter,2.2,1.3,3.1,6.1,354.0,4.7,1017.1
13588,Skopje,2021-01-11,Winter,3.3,2.1,5.0,26.2,338.0,6.7,1014.2
13588,Skopje,2021-01-12,Winter,2.4,-1.3,5.6,0.8,293.0,5.8,1013.5
13588,Skopje,2021-01-13,Winter,2.1,-1.1,7.6,0.0,294.0,6.0,1012.5
13588,Skopje,2021-01-14,Winter,-1.1,-4.0,0.7,0.0,224.0,6.3,1013.2
13588,Skopje,2021-01-15,Winter,-2.6,-6.7,2.3,0.0,233.0,5.5,1017.4
13588,Skopje,2021-01-16,Winter,-1.6,-6.2,1.4,0.0,290.0,7.7,1018.0
13588,Skopje,2021-01-17,Winter,-1.9,-7.1,2.0,0.4,207.0,4.6,1018.6
13588,Skopje,2021-01-18,Winter,-2.5,-4.5,2.1,0.0,258.0,4.4,1023.7
13588,Skopje,2021-01-19,Winter,-3.3,-8.5,3.7,0.0,261.0,4.8,1027.3
13588,Skopje,2021-01-20,Winter,-1.6,-7.4,5.3,0.0,24.0,5.9,1027.5
13588,Skopje,2021-01-21,Winter,1.7,-4.6,8.0,0.0,11.0,7.2,1025.7
13588,Skopje,2021-01-22,Winter,3.0,-1.6,8.4,0.0,15.0,7.0,1020.4
13588,Skopje,2021-01-23,Winter,6.7,3.5,10.8,0.0,7.0,7.6,1010.5
13588,Skopje,2021-01-24,Winter,5.3,0.6,9.7,1.3,44.0,7.2,1004.9
13588,Skopje,2021-01-25,Winter,8.8,3.9,13.3,6.6,304.0,8.3,1003.3
13588,Skopje,2021-01-26,Winter,3.6,0.5,10.7,0.3,315.0,11.1,1007.4
13588,Skopje,2021-01-27,Winter,1.2,-1.0,4.2,3.3,284.0,12.5,1012.8
13588,Skopje,2021-01-28,Winter,0.4,-11.7,6.4,0.0,254.0,5.1,1015.2
13588,Skopje,2021-01-29,Winter,2.9,-2.8,9.4,0.0,43.0,6.5,1010.2
13588,Skopje,2021-01-30,Winter,7.2,2.4,15.5,6.1,295.0,7.8,1003.5
13588,Skopje,2021-01-31,Winter,5.6,1.4,11.1,0.3,30.0,7.3,1003.3
13588,Skopje,2021-02-01,Winter,6.9,2.5,11.8,7.1,336.0,6.6,1002.7
13588,Skopje,2021-02-02,Winter,8.0,3.8,14.3,7.9,295.0,4.5,1012.1
13588,Skopje,2021-02-03,Winter,7.6,1.6,15.6,0.0,324.0,5.0,1017.5
13588,Skopje,2021-02-04,Winter,7.9,1.0,17.3,0.0,350.0,4.1,1018.4
13588,Skopje,2021-02-05,Winter,7.6,2.1,16.1,0.0,332.0,5.0,1020.3
13588,Skopje,2021-02-06,Winter,8.1,2.1,15.7,0.0,341.0,6.3,1016.9
13588,Skopje,2021-02-07,Winter,6.1,1.4,12.1,0.0,16.0,7.0,1011.6
13588,Skopje,2021-02-08,Winter,8.1,4.5,12.7,0.0,348.0,6.8,1002.5
13588,Skopje,2021-02-09,Winter,6.7,2.4,11.0,6.1,0.0,6.5,1008.4
13588,Skopje,2021-02-10,Winter,7.8,1.9,13.8,0.8,44.0,7.9,1009.7
13588,Skopje,2021-02-11,Winter,5.2,-0.7,10.2,8.9,339.0,5.8,1009.2
13588,Skopje,2021-02-12,Winter,-2.8,-6.2,2.0,0.0,169.0,3.2,1025.4
13588,Skopje,2021-02-13,Winter,-5.9,-7.6,-4.4,6.4,301.0,4.4,1030.0
13588,Skopje,2021-02-14,Winter,-6.1,-8.4,-3.1,6.1,286.0,9.7,1030.5
13588,Skopje,2021-02-15,Winter,-1.9,-6.1,2.6,0.0,281.0,8.5,1033.8
13588,Skopje,2021-02-16,Winter,2.8,-14.2,10.6,0.0,242.0,6.8,1029.6
13588,Skopje,2021-02-17,Winter,-1.9,-10.9,4.3,0.1,282.0,3.8,1024.2
13588,Skopje,2021-02-18,Winter,6.4,-1.5,12.2,0.0,262.0,8.0,1023.0
13588,Skopje,2021-02-19,Winter,4.0,-2.2,9.1,0.0,326.0,4.2,1027.1
13588,Skopje,2021-02-20,Winter,6.0,2.5,10.1,2.1,52.0,3.2,1027.2
13588,Skopje,2021-02-21,Winter,6.0,2.4,12.8,0.0,9.0,4.6,1030.8
13588,Skopje,2021-02-22,Winter,8.4,-1.4,16.4,0.0,321.0,4.6,1031.9
13588,Skopje,2021-02-23,Winter,12.1,0.3,21.2,0.0,249.0,4.9,1032.3
13588,Skopje,2021-02-24,Winter,13.1,3.5,19.4,0.0,271.0,7.0,1034.7
13588,Skopje,2021-02-25,Winter,12.5,1.2,20.5,0.0,248.0,4.7,1033.8
13588,Skopje,2021-02-26,Winter,12.9,2.8,20.6,0.0,323.0,4.3,1028.3
13588,Skopje,2021-02-27,Winter,11.4,3.2,20.7,0.0,290.0,6.5,1023.1
13588,Skopje,2021-02-28,Winter,10.1,5.0,14.6,0.0,293.0,7.9,1030.8
13588,Skopje,2021-03-01,Spring,8.5,0.5,15.0,0.0,292.0,7.1,1030.1
13588,Skopje,2021-03-02,Spring,4.9,-2.1,12.1,0.0,285.0,5.5,1033.7
13588,Skopje,2021-03-03,Spring,14.3,-1.9,19.6,0.0,259.0,5.1,1031.3
13588,Skopje,2021-03-04,Spring,6.9,1.8,13.1,0.0,346.0,5.1,1023.6
13588,Skopje,2021-03-05,Spring,7.7,3.1,13.4,0.0,339.0,4.0,1017.9
13588,Skopje,2021-03-06,Spring,3.7,-0.9,6.5,0.7,300.0,5.9,1025.8
13588,Skopje,2021-03-07,Spring,1.2,-4.8,6.9,0.0,320.0,5.7,1027.0
13588,Skopje,2021-03-08,Spring,3.3,-0.9,10.1,0.0,333.0,4.7,1018.8
13588,Skopje,2021-03-09,Spring,3.9,0.9,7.8,0.0,301.0,5.0,1017.4
13588,Skopje,2021-03-10,Spring,3.3,1.2,5.8,8.0,301.0,6.0,1014.2
13588,Skopje,2021-03-11,Spring,3.5,-0.1,8.2,0.1,287.0,6.6,1021.6
13588,Skopje,2021-03-12,Spring,4.2,-2.0,10.5,0.0,15.0,6.7,1019.9
13588,Skopje,2021-03-13,Spring,6.5,0.8,12.6,0.0,18.0,6.2,1016.7
13588,Skopje,2021-03-14,Spring,8.4,4.0,14.6,0.1,2.0,6.0,1011.0
13588,Skopje,2021-03-15,Spring,6.8,3.3,10.0,4.2,336.0,8.9,1002.0
13588,Skopje,2021-03-16,Spring,6.6,4.5,9.2,0.0,280.0,13.8,1005.5
13588,Skopje,2021-03-17,Spring,6.8,4.4,10.8,0.0,293.0,13.5,1009.8
13588,Skopje,2021-03-18,Spring,4.3,-2.5,9.3,0.5,293.0,5.3,1013.5
13588,Skopje,2021-03-19,Spring,5.1,1.8,11.8,0.0,305.0,3.8,1014.4
13588,Skopje,2021-03-20,Spring,2.6,1.2,5.1,7.2,99.0,2.2,1016.8
13588,Skopje,2021-03-21,Spring,0.9,-0.1,3.6,7.9,137.0,2.4,1011.8
13588,Skopje,2021-03-22,Spring,0.3,-0.9,2.7,28.2,272.0,5.1,1005.6
13588,Skopje,2021-03-23,Spring,2.6,-0.5,6.8,0.0,290.0,11.3,1015.0
13588,Skopje,2021-03-24,Spring,3.9,-2.1,8.8,0.0,295.0,11.2,1017.5
13588,Skopje,2021-03-25,Spring,3.6,-4.4,10.1,0.0,288.0,7.6,1022.1
13588,Skopje,2021-03-26,Spring,5.1,-0.9,13.9,0.0,252.0,6.1,1025.9
13588,Skopje,2021-03-27,Spring,7.7,-1.1,18.3,0.0,330.0,5.5,1027.7
13588,Skopje,2021-03-28,Spring,12.1,2.4,21.1,0.0,307.5,6.05,1029.65
13588,Skopje,2021-03-29,Spring,10.5,5.9,18.4,0.3,285.0,6.6,1031.6
13588,Skopje,2021-03-30,Spring,12.3,8.1,18.3,0.0,301.0,8.1,1028.8
13588,Skopje,2021-03-31,Spring,11.8,5.6,19.5,0.0,275.0,6.1,1025.0
13588,Skopje,2021-04-01,Spring,15.3,8.6,22.7,0.0,256.0,6.7,1018.5
13588,Skopje,2021-04-02,Spring,13.1,5.1,22.1,0.0,2.0,4.3,1014.5
13588,Skopje,2021-04-03,Spring,14.6,7.8,21.4,0.0,326.0,7.2,1011.2
13588,Skopje,2021-04-04,Spring,5.4,3.1,7.8,5.6,277.0,6.7,1015.6
13588,Skopje,2021-04-05,Spring,9.3,-2.5,13.6,0.0,276.0,5.5,1015.5
13588,Skopje,2021-04-06,Spring,10.2,1.2,18.2,0.0,21.0,7.3,1005.3
13588,Skopje,2021-04-07,Spring,3.9,1.3,9.3,1.3,342.0,8.3,1008.1
13588,Skopje,2021-04-08,Spring,4.5,1.1,10.1,1.3,310.0,8.8,1022.9
13588,Skopje,2021-04-09,Spring,4.9,-2.9,14.2,0.0,264.0,4.6,1029.0
13588,Skopje,2021-04-10,Spring,8.7,-0.7,18.7,0.0,219.0,4.9,1025.7
13588,Skopje,2021-04-11,Spring,11.6,2.0,20.7,0.0,81.0,4.5,1023.6
13588,Skopje,2021-04-12,Spring,13.9,7.1,23.1,0.0,44.0,6.1,1021.1
13588,Skopje,2021-04-13,Spring,13.7,10.6,20.0,0.0,45.0,5.3,1016.1
13588,Skopje,2021-04-14,Spring,9.3,5.8,14.4,0.8,350.0,8.3,1015.7
13588,Skopje,2021-04-15,Spring,7.4,3.0,13.8,0.0,333.0,4.7,1019.8
13588,Skopje,2021-04-16,Spring,9.5,3.8,14.5,0.0,190.0,6.5,1020.0
13588,Skopje,2021-04-17,Spring,6.3,5.3,7.7,0.3,332.0,3.8,1016.5
13588,Skopje,2021-04-18,Spring,8.9,5.1,15.1,2.8,348.0,5.7,1013.7
13588,Skopje,2021-04-19,Spring,7.7,5.7,12.3,11.9,294.0,5.5,1012.8
13588,Skopje,2021-04-20,Spring,10.3,5.9,17.1,3.6,223.0,5.0,1014.2
13588,Skopje,2021-04-21,Spring,10.5,2.5,19.4,0.0,212.0,3.6,1018.5
13588,Skopje,2021-04-22,Spring,10.9,3.8,19.6,0.0,303.0,6.5,1020.6
13588,Skopje,2021-04-23,Spring,10.6,9.1,13.7,2.0,300.0,3.9,1021.8
13588,Skopje,2021-04-24,Spring,12.4,9.7,16.1,5.1,248.0,5.9,1021.7
13588,Skopje,2021-04-25,Spring,14.0,6.4,22.7,0.0,253.0,5.3,1017.4
13588,Skopje,2021-04-26,Spring,14.7,5.5,24.1,0.0,56.0,5.9,1015.9
13588,Skopje,2021-04-27,Spring,17.8,8.5,22.7,1.1,62.0,7.0,1011.2
13588,Skopje,2021-04-28,Spring,16.1,8.3,24.7,0.0,41.0,4.9,1010.3
13588,Skopje,2021-04-29,Spring,18.6,8.0,27.1,2.8,40.0,5.7,1012.2
13588,Skopje,2021-04-30,Spring,21.3,13.4,29.4,0.0,70.0,6.1,1013.7
13588,Skopje,2021-05-01,Spring,18.1,13.3,25.1,0.0,17.0,6.3,1013.6
13588,Skopje,2021-05-02,Spring,23.4,13.6,31.6,0.0,310.0,9.8,1010.7
13588,Skopje,2021-05-03,Spring,18.8,12.8,26.0,0.0,248.0,6.8,1015.1
13588,Skopje,2021-05-04,Spring,17.8,8.7,25.1,0.0,231.0,5.8,1016.5
13588,Skopje,2021-05-05,Spring,18.4,13.4,24.1,0.0,283.0,6.2,1010.9
13588,Skopje,2021-05-06,Spring,19.7,10.4,25.8,0.0,157.0,6.5,1013.1
13588,Skopje,2021-05-07,Spring,15.7,9.9,24.2,0.0,301.0,6.3,1012.2
13588,Skopje,2021-05-08,Spring,15.2,10.7,20.9,0.0,330.0,9.0,1017.0
13588,Skopje,2021-05-09,Spring,14.3,5.9,23.1,0.0,82.0,6.2,1022.9
13588,Skopje,2021-05-10,Spring,17.4,9.1,26.2,0.0,68.0,7.1,1020.7
13588,Skopje,2021-05-11,Spring,20.7,10.8,28.7,0.0,79.0,7.0,1014.7
13588,Skopje,2021-05-12,Spring,17.9,12.8,26.5,0.0,41.0,6.4,1008.6
13588,Skopje,2021-05-13,Spring,16.9,8.1,23.0,0.0,268.0,7.4,1007.4
13588,Skopje,2021-05-14,Spring,17.5,11.7,23.7,0.0,273.0,8.5,1010.6
13588,Skopje,2021-05-15,Spring,14.6,10.4,19.2,1.0,320.0,4.1,1010.9
13588,Skopje,2021-05-16,Spring,16.9,8.6,25.6,0.0,257.0,4.5,1009.4
13588,Skopje,2021-05-17,Spring,19.2,12.3,25.0,0.0,267.0,6.7,1007.7
13588,Skopje,2021-05-18,Spring,18.6,14.2,24.7,0.0,270.0,6.5,1010.8
13588,Skopje,2021-05-19,Spring,19.2,8.3,27.1,0.0,257.0,7.8,1010.4
13588,Skopje,2021-05-20,Spring,16.4,8.6,19.9,0.0,283.0,7.3,1009.4
13588,Skopje,2021-05-21,Spring,16.2,10.6,22.6,4.1,279.0,10.1,1017.5
13588,Skopje,2021-05-22,Spring,18.4,7.2,27.2,0.0,174.0,5.3,1017.8
13588,Skopje,2021-05-23,Spring,21.7,10.6,30.6,0.0,132.0,5.5,1016.7
13588,Skopje,2021-05-24,Spring,23.2,13.6,31.9,0.0,169.0,5.2,1019.2
13588,Skopje,2021-05-25,Spring,24.3,17.1,32.2,0.0,58.0,9.0,1016.3
13588,Skopje,2021-05-26,Spring,21.4,15.4,28.2,0.0,306.0,6.2,1015.4
13588,Skopje,2021-05-27,Spring,21.7,15.8,28.8,0.0,258.0,5.3,1012.4
13588,Skopje,2021-05-28,Spring,18.1,13.4,22.6,9.7,310.0,7.5,1014.4
13588,Skopje,2021-05-29,Spring,20.8,10.6,25.2,0.0,299.0,5.6,1016.2
13588,Skopje,2021-05-30,Spring,14.7,11.8,20.1,0.0,310.0,4.5,1016.3
13588,Skopje,2021-05-31,Spring,16.4,10.7,22.2,0.4,321.0,6.2,1014.9
13588,Skopje,2021-06-01,Summer,15.5,6.1,19.5,0.0,307.0,8.2,1015.2
13588,Skopje,2021-06-02,Summer,19.3,9.1,24.6,0.0,284.0,6.8,1018.9
13588,Skopje,2021-06-03,Summer,18.9,8.9,25.2,0.0,296.0,8.4,1021.8
13588,Skopje,2021-06-04,Summer,19.5,11.4,27.1,0.0,303.0,6.4,1023.3
13588,Skopje,2021-06-05,Summer,20.8,11.6,30.4,0.0,203.0,5.2,1020.4
13588,Skopje,2021-06-06,Summer,20.3,13.5,30.6,0.0,268.0,5.9,1016.6
13588,Skopje,2021-06-07,Summer,19.4,14.0,24.7,7.1,271.0,3.6,1016.4
13588,Skopje,2021-06-08,Summer,21.9,16.4,28.0,0.8,283.0,9.6,1014.8
13588,Skopje,2021-06-09,Summer,22.7,12.9,30.0,0.0,242.0,5.1,1013.6
13588,Skopje,2021-06-10,Summer,20.6,14.9,26.0,11.2,261.0,6.4,1013.7
13588,Skopje,2021-06-11,Summer,19.9,13.8,26.8,0.0,265.0,6.0,1014.3
13588,Skopje,2021-06-12,Summer,20.7,14.5,27.0,5.1,291.0,7.3,1015.6
13588,Skopje,2021-06-13,Summer,19.6,12.3,27.8,0.0,285.0,8.4,1015.8
13588,Skopje,2021-06-14,Summer,17.3,13.4,21.7,0.0,319.0,11.2,1016.2
13588,Skopje,2021-06-15,Summer,18.3,12.7,23.7,0.0,310.0,9.9,1016.2
13588,Skopje,2021-06-16,Summer,23.4,16.1,27.2,0.0,316.0,7.8,1014.8
13588,Skopje,2021-06-17,Summer,23.4,16.1,31.3,0.0,247.0,5.7,1017.0
13588,Skopje,2021-06-18,Summer,21.8,15.7,31.1,2.0,298.0,6.1,1016.0
13588,Skopje,2021-06-19,Summer,22.7,18.7,29.4,0.0,292.0,6.1,1013.7
13588,Skopje,2021-06-20,Summer,24.3,16.6,32.1,0.0,305.0,5.7,1012.2
13588,Skopje,2021-06-21,Summer,24.8,18.2,30.6,0.0,8.0,3.2,1011.6
13588,Skopje,2021-06-22,Summer,30.8,18.1,36.0,0.5,83.0,4.8,1011.9
13588,Skopje,2021-06-23,Summer,29.2,19.8,39.3,0.0,234.0,5.8,1014.6
13588,Skopje,2021-06-24,Summer,32.5,21.3,39.6,0.0,293.0,5.2,1016.3
13588,Skopje,2021-06-25,Summer,30.5,21.9,39.7,0.0,261.0,5.4,1014.4
13588,Skopje,2021-06-26,Summer,28.3,20.4,38.9,0.0,282.0,7.1,1012.5
13588,Skopje,2021-06-27,Summer,25.2,18.7,35.1,0.0,274.0,4.9,1014.2
13588,Skopje,2021-06-28,Summer,28.6,19.0,36.5,0.0,221.0,4.4,1015.6
13588,Skopje,2021-06-29,Summer,29.2,19.5,38.5,0.0,132.0,4.5,1013.8
13588,Skopje,2021-06-30,Summer,29.4,20.6,39.4,0.0,6.0,6.0,1011.8
13588,Skopje,2021-07-01,Summer,31.2,20.8,39.0,0.0,338.0,7.5,1009.1
13588,Skopje,2021-07-02,Summer,24.7,19.5,29.1,0.0,313.0,7.3,1011.3
13588,Skopje,2021-07-03,Summer,23.7,18.5,28.0,2.0,312.0,7.0,1013.2
13588,Skopje,2021-07-04,Summer,26.2,14.5,31.2,0.0,281.0,5.7,1012.3
13588,Skopje,2021-07-05,Summer,25.3,17.4,32.6,0.5,324.0,4.6,1009.2
13588,Skopje,2021-07-06,Summer,28.8,18.1,33.9,0.0,306.0,7.7,1011.9
13588,Skopje,2021-07-07,Summer,28.2,19.5,37.2,0.0,242.0,7.1,1014.1
13588,Skopje,2021-07-08,Summer,29.5,20.1,38.0,0.0,213.0,6.5,1016.8
13588,Skopje,2021-07-09,Summer,29.9,21.5,38.1,0.0,57.0,4.6,1016.1
13588,Skopje,2021-07-10,Summer,25.9,21.5,33.3,4.3,348.0,5.5,1013.9
13588,Skopje,2021-07-11,Summer,24.8,18.6,33.3,13.7,281.0,5.9,1012.6
13588,Skopje,2021-07-12,Summer,25.7,21.1,33.7,0.0,246.0,4.6,1012.9
13588,Skopje,2021-07-13,Summer,28.1,19.9,37.1,0.0,179.0,4.4,1012.1
13588,Skopje,2021-07-14,Summer,31.2,21.1,38.6,0.0,71.0,4.8,1011.3
13588,Skopje,2021-07-15,Summer,30.3,22.7,36.8,0.0,62.0,6.4,1009.6
13588,Skopje,2021-07-16,Summer,27.4,21.8,37.3,0.0,250.0,6.4,1008.1
13588,Skopje,2021-07-17,Summer,23.6,19.1,31.4,3.3,254.0,7.0,1006.7
13588,Skopje,2021-07-18,Summer,22.7,19.9,27.5,8.1,275.0,4.2,1006.0
13588,Skopje,2021-07-19,Summer,22.4,18.1,27.4,3.1,268.0,4.4,1007.4
13588,Skopje,2021-07-20,Summer,24.2,19.4,31.2,5.1,302.0,6.9,1010.8
13588,Skopje,2021-07-21,Summer,23.6,17.0,31.1,0.0,309.0,8.4,1016.2
13588,Skopje,2021-07-22,Summer,23.9,14.8,29.9,0.0,300.0,8.3,1017.3
13588,Skopje,2021-07-23,Summer,25.1,16.9,31.5,0.0,280.0,5.9,1015.1
13588,Skopje,2021-07-24,Summer,25.5,17.1,31.5,0.0,290.0,5.9,1014.6
13588,Skopje,2021-07-25,Summer,25.5,16.0,34.1,0.0,236.0,4.3,1015.4
13588,Skopje,2021-07-26,Summer,27.1,19.0,38.0,0.0,309.0,5.2,1016.6
13588,Skopje,2021-07-27,Summer,27.9,21.3,39.1,0.0,288.0,4.8,1017.4
13588,Skopje,2021-07-28,Summer,27.2,21.1,40.9,0.0,279.0,5.6,1016.6
13588,Skopje,2021-07-29,Summer,29.6,20.3,40.3,5.6,273.0,6.1,1013.3
13588,Skopje,2021-07-30,Summer,28.7,20.2,41.2,0.0,285.0,6.5,1010.3
13588,Skopje,2021-07-31,Summer,30.3,20.6,39.2,0.0,273.0,7.3,1009.1
13588,Skopje,2021-08-01,Summer,30.4,21.8,40.9,0.0,311.0,5.6,1010.7
13588,Skopje,2021-08-02,Summer,29.8,21.4,40.7,0.0,272.0,10.3,1010.1
13588,Skopje,2021-08-03,Summer,28.6,20.5,38.9,0.0,261.0,6.3,1013.6
13588,Skopje,2021-08-04,Summer,29.6,20.1,39.2,0.0,285.0,6.4,1013.1
13588,Skopje,2021-08-05,Summer,28.3,21.3,40.6,0.0,285.0,9.2,1008.3
13588,Skopje,2021-08-06,Summer,27.7,21.0,32.3,0.5,313.0,8.9,1006.0
13588,Skopje,2021-08-07,Summer,25.6,16.7,33.5,0.0,247.0,5.4,1011.6
13588,Skopje,2021-08-08,Summer,30.2,18.0,38.3,0.0,341.0,4.5,1014.1
13588,Skopje,2021-08-09,Summer,29.3,19.5,39.8,0.0,280.0,5.5,1016.7
13588,Skopje,2021-08-10,Summer,30.5,20.5,39.8,0.0,279.0,5.8,1015.7
13588,Skopje,2021-08-11,Summer,27.7,22.3,38.4,0.0,269.0,6.0,1014.7
13588,Skopje,2021-08-12,Summer,26.9,19.8,36.6,0.0,279.0,7.0,1017.6
13588,Skopje,2021-08-13,Summer,26.8,20.7,35.3,0.0,295.0,7.1,1020.5
13588,Skopje,2021-08-14,Summer,27.6,19.5,36.0,0.0,258.0,6.2,1019.9
13588,Skopje,2021-08-15,Summer,27.6,18.9,36.0,0.0,241.0,6.1,1016.6
13588,Skopje,2021-08-16,Summer,27.9,18.0,38.0,0.0,232.0,4.9,1013.3
13588,Skopje,2021-08-17,Summer,25.3,20.0,39.2,0.0,350.0,6.0,1010.8
13588,Skopje,2021-08-18,Summer,22.4,18.1,30.6,11.9,306.0,8.5,1011.9
13588,Skopje,2021-08-19,Summer,23.6,16.9,30.6,0.0,276.0,5.9,1013.8
13588,Skopje,2021-08-20,Summer,25.1,17.3,32.6,0.0,321.0,4.9,1014.2
13588,Skopje,2021-08-21,Summer,21.0,16.8,28.2,0.0,262.0,5.5,1016.9
